uuid,abstract,n_tokens_abstract,tokens_abstract,language
747c7431975e4c2ebadfd8a3d41d36b1,"Oncological care was largely derailed due to the reprioritisation of health care services to handle the initial surge of COVID-19 patients adequately. Cancer screening programmes were no exception in this reprioritisation. They were temporarily halted in the Netherlands (1) to alleviate the pressure on health care services overwhelmed by the upsurge of COVID-19 patients, (2) to reallocate staff and personal protective equipment to support critical COVID-19 care, and (3) to mitigate the spread of COVID-19. Utilising data from the Netherlands Cancer Registry on provisional cancer diagnoses between 6 January 2020 and 4 October 2020, we assessed the impact of the temporary halt of national population screening programmes on the diagnosis of breast and colorectal cancer in the Netherlands. A dynamic harmonic regression model with ARIMA error components was applied to assess the observed versus expected number of cancer diagnoses per calendar week. Fewer diagnoses of breast and colorectal cancer were objectified amid the early stages of the initial COVID-19 outbreak in the Netherlands. This effect was most pronounced among the age groups eligible for cancer screening programmes, especially in breast cancer (age group 50–74 years). Encouragingly enough, the observed number of diagnoses ultimately reached and virtually remained at the level of the expected values. This finding, which emerged earlier in age groups not invited for cancer screening programmes, comes on account of the decreased demand for critical COVID-19 care since early April 2020, which, in turn, paved the way forward to resume screening programmes and a broad range of non-critical health care services, albeit with limited operating and workforce capacity. Collectively, transient changes in health-seeking behaviour, referral practices, and cancer screening programmes amid the early stages of the initial COVID-19 epidemic in the Netherlands conjointly acted as an accelerant for fewer breast and colorectal cancer diagnoses in age groups eligible for cancer screening programmes. Forthcoming research is warranted to assess whether the decreased diagnostic scrutiny of cancer during the COVID-19 pandemic resulted in stage migration and altered clinical management, as well as poorer outcomes.",215,"['oncological', 'care', 'largely', 'derailed', 'due', 'reprioritisation', 'health', 'care', 'services', 'handle', 'initial', 'surge', 'covid', 'patients', 'adequately', 'cancer', 'screening', 'programmes', 'exception', 'reprioritisation', 'temporarily', 'halted', 'netherlands', 'alleviate', 'pressure', 'health', 'care', 'services', 'overwhelmed', 'upsurge', 'covid', 'patients', 'reallocate', 'staff', 'personal', 'protective', 'equipment', 'support', 'critical', 'covid', 'care', 'mitigate', 'spread', 'covid', 'utilising', 'data', 'netherlands', 'cancer', 'registry', 'provisional', 'cancer', 'diagnoses', 'january', 'october', 'assessed', 'impact', 'temporary', 'halt', 'national', 'population', 'screening', 'programmes', 'diagnosis', 'breast', 'colorectal', 'cancer', 'netherlands', 'dynamic', 'harmonic', 'regression', 'model', 'arima', 'error', 'components', 'applied', 'assess', 'observed', 'versus', 'expected', 'number', 'cancer', 'diagnoses', 'per', 'calendar', 'week', 'fewer', 'diagnoses', 'breast', 'colorectal', 'cancer', 'objectified', 'amid', 'early', 'stages', 'initial', 'covid', 'outbreak', 'netherlands', 'effect', 'pronounced', 'among', 'age', 'groups', 'eligible', 'cancer', 'screening', 'programmes', 'especially', 'breast', 'cancer', 'age', 'group', 'years', 'encouragingly', 'enough', 'observed', 'number', 'diagnoses', 'ultimately', 'reached', 'virtually', 'remained', 'level', 'expected', 'values', 'finding', 'emerged', 'earlier', 'age', 'groups', 'invited', 'cancer', 'screening', 'programmes', 'comes', 'account', 'decreased', 'demand', 'critical', 'covid', 'care', 'since', 'early', 'april', 'turn', 'paved', 'way', 'forward', 'resume', 'screening', 'programmes', 'broad', 'range', 'non', 'critical', 'health', 'care', 'services', 'albeit', 'limited', 'operating', 'workforce', 'capacity', 'collectively', 'transient', 'changes', 'health', 'seeking', 'behaviour', 'referral', 'practices', 'cancer', 'screening', 'programmes', 'amid', 'early', 'stages', 'initial', 'covid', 'epidemic', 'netherlands', 'conjointly', 'acted', 'accelerant', 'fewer', 'breast', 'colorectal', 'cancer', 'diagnoses', 'age', 'groups', 'eligible', 'cancer', 'screening', 'programmes', 'forthcoming', 'research', 'warranted', 'assess', 'whether', 'decreased', 'diagnostic', 'scrutiny', 'cancer', 'covid', 'pandemic', 'resulted', 'stage', 'migration', 'altered', 'clinical', 'management', 'well', 'poorer', 'outcomes']",en
752362f652774c52a421161adf67a46d,"Cases of thrombotic thrombocytopenia induced by coronavirus disease 2019 (COVID-19) vaccines have been reported recently. Herein, we describe the first case of another critical disorder, hemophagocytic lymphohistiocytosis (HLH), in a healthy individual after COVID-19 vaccination. A 43-year-old Chinese farmer developed malaise, vomiting, and persistent high fever (up to 39.7 °C) shortly after receiving the first dose of the inactivated SARS-CoV-2 vaccine. The initial evaluation showed pancytopenia (neutrophil count, 0.70 × 109/L; hemoglobin, 113 g/L; platelet, 27 × 109/L), elevated triglyceride (2.43 mmol/L), and decreased fibrinogen (1.41 g/L). Further tests showed high serum ferritin levels (8140.4 μg/L), low NK cell cytotoxicity (50.13%–60.83%), and positive tests for Epstein–Barr virus (EBV) DNA. Hemophagocytosis was observed in the bone marrow. Therefore, HLH was confirmed, and dexamethasone acetate (10 mg/day) was immediately prescribed without etoposide. Signs and abnormal laboratory results resolved gradually, and the patient was discharged. HLH is a life-threatening hyperinflammatory syndrome caused by aberrantly activated macrophages and cytotoxic T cells, which may rapidly progress to terminal multiple organ failure. In this case, HLH was induced by the COVID-19 vaccination immuno-stimulation on a chronic EBV infection background. This report indicates that it is crucial to exclude the presence of active EBV infection or other common viruses before COVID-19 vaccination.",146,"['cases', 'thrombotic', 'thrombocytopenia', 'induced', 'coronavirus', 'disease', 'covid', 'vaccines', 'reported', 'recently', 'herein', 'describe', 'first', 'case', 'another', 'critical', 'disorder', 'hemophagocytic', 'lymphohistiocytosis', 'hlh', 'healthy', 'individual', 'covid', 'vaccination', 'year', 'old', 'chinese', 'farmer', 'developed', 'malaise', 'vomiting', 'persistent', 'high', 'fever', 'c', 'shortly', 'receiving', 'first', 'dose', 'inactivated', 'sars', 'cov', 'vaccine', 'initial', 'evaluation', 'showed', 'pancytopenia', 'neutrophil', 'count', 'l', 'hemoglobin', 'g', 'l', 'platelet', 'l', 'elevated', 'triglyceride', 'mmol', 'l', 'decreased', 'fibrinogen', 'g', 'l', 'tests', 'showed', 'high', 'serum', 'ferritin', 'levels', 'μg', 'l', 'low', 'nk', 'cell', 'cytotoxicity', 'positive', 'tests', 'epstein', 'barr', 'virus', 'ebv', 'dna', 'hemophagocytosis', 'observed', 'bone', 'marrow', 'therefore', 'hlh', 'confirmed', 'dexamethasone', 'acetate', 'mg', 'day', 'immediately', 'prescribed', 'without', 'etoposide', 'signs', 'abnormal', 'laboratory', 'results', 'resolved', 'gradually', 'patient', 'discharged', 'hlh', 'life', 'threatening', 'hyperinflammatory', 'syndrome', 'caused', 'aberrantly', 'activated', 'macrophages', 'cytotoxic', 'cells', 'may', 'rapidly', 'progress', 'terminal', 'multiple', 'organ', 'failure', 'case', 'hlh', 'induced', 'covid', 'vaccination', 'immuno', 'stimulation', 'chronic', 'ebv', 'infection', 'background', 'report', 'indicates', 'crucial', 'exclude', 'presence', 'active', 'ebv', 'infection', 'common', 'viruses', 'covid', 'vaccination']",en
df18f0edd563476ea40cd9c2aceaf23f,"COVID-19 has entered United States prison systems at alarming rates. Disparities in social and structural determinants of health disproportionately affect those experiencing incarceration, making them more vulnerable to COVID-19. Additionally, prisons are sites of congregate living, making it impossible to practice social distancing, and most prisons have relied only on incremental measures to reduce risk and spread of COVID-19. To more fully understand the impact that COVID-19 is having on incarcerated populations, it is critical to have systematic data on testing, test positivity, cases, and case fatality. Using data from the COVID Prison Project, we present data on 53 prison systems COVID-19 testing, test positivity, case, and case fatality by state and compare these data with each state’s general population. We do this for the early stages of the pandemic, utilizing data through July 15, 2020.",81,"['covid', 'entered', 'united', 'states', 'prison', 'systems', 'alarming', 'rates', 'disparities', 'social', 'structural', 'determinants', 'health', 'disproportionately', 'affect', 'experiencing', 'incarceration', 'making', 'vulnerable', 'covid', 'additionally', 'prisons', 'sites', 'congregate', 'living', 'making', 'impossible', 'practice', 'social', 'distancing', 'prisons', 'relied', 'incremental', 'measures', 'reduce', 'risk', 'spread', 'covid', 'fully', 'understand', 'impact', 'covid', 'incarcerated', 'populations', 'critical', 'systematic', 'data', 'testing', 'test', 'positivity', 'cases', 'case', 'fatality', 'using', 'data', 'covid', 'prison', 'project', 'present', 'data', 'prison', 'systems', 'covid', 'testing', 'test', 'positivity', 'case', 'case', 'fatality', 'state', 'compare', 'data', 'state', 'general', 'population', 'early', 'stages', 'pandemic', 'utilizing', 'data', 'july']",en
8c3df585d0214c0daaabb270b10110d9,"In Taiwan, high-risk patients have been identified and tested for preventing community spread of COVID-19. Most sample collection was performed in emergency departments (EDs). Traditional sample collection requires substantial personal protective equipment (PPE), healthcare professionals, sanitation workers, and isolation space. To solve this problem, we established a multifunctional sample collection station (MSCS) for COVID-19 testing in front of our ED. The station is composed of a thick and clear acrylic board (2 cm), which completely separates the patient and medical personnel. Three pairs of gloves (length, 45 cm) are attached and fixed on the outside wall of the MSCS. The gloves are used to conduct sampling of throat/nasal swabs, sputum, and blood from patients. The gap between the board and the building is only 0.2 cm (sealed with silicone sealant). ED personnel communicate with patients using a small two-way broadcast system. Medical waste is put in specific trashcans installed in the table outside the MSCS. With full physical protection, the personnel conducting the sampling procedure need to wear only their N95 mask and gloves. After we activated the station, our PPE, sampling time, and sanitization resources were considerably conserved during the 4-week observation period. The MSCS obviously saved time and PPE. It elevated the efficiency and capacity of the ED for handling potential community infections of COVID-19.",138,"['taiwan', 'high', 'risk', 'patients', 'identified', 'tested', 'preventing', 'community', 'spread', 'covid', 'sample', 'collection', 'performed', 'emergency', 'departments', 'eds', 'traditional', 'sample', 'collection', 'requires', 'substantial', 'personal', 'protective', 'equipment', 'ppe', 'healthcare', 'professionals', 'sanitation', 'workers', 'isolation', 'space', 'solve', 'problem', 'established', 'multifunctional', 'sample', 'collection', 'station', 'mscs', 'covid', 'testing', 'front', 'ed', 'station', 'composed', 'thick', 'clear', 'acrylic', 'board', 'cm', 'completely', 'separates', 'patient', 'medical', 'personnel', 'three', 'pairs', 'gloves', 'length', 'cm', 'attached', 'fixed', 'outside', 'wall', 'mscs', 'gloves', 'used', 'conduct', 'sampling', 'throat', 'nasal', 'swabs', 'sputum', 'blood', 'patients', 'gap', 'board', 'building', 'cm', 'sealed', 'silicone', 'sealant', 'ed', 'personnel', 'communicate', 'patients', 'using', 'small', 'two', 'way', 'broadcast', 'system', 'medical', 'waste', 'put', 'specific', 'trashcans', 'installed', 'table', 'outside', 'mscs', 'full', 'physical', 'protection', 'personnel', 'conducting', 'sampling', 'procedure', 'need', 'wear', 'mask', 'gloves', 'activated', 'station', 'ppe', 'sampling', 'time', 'sanitization', 'resources', 'considerably', 'conserved', 'week', 'observation', 'period', 'mscs', 'obviously', 'saved', 'time', 'ppe', 'elevated', 'efficiency', 'capacity', 'ed', 'handling', 'potential', 'community', 'infections', 'covid']",en
ec01465e59f34858bc9c47e3c78041ed,"The epidemic of coronavirus disease 2019 (COVID-19) broke out in Wuhan, China, in December 2019 and rapidly spread across the world. In order to counter this epidemic, several countries put in place different restrictive measures, such as the school’s closure and a total lockdown. However, as the knowledge on the disease progresses, clinical evidence showed that children mainly have asymptomatic or mild disease and it has been suggested that they are also less likely to spread the virus. Moreover, the lockdown and the school closure could have negative consequences on children, affecting their social life, their education and their mental health. As many countries have already entered or are planning a phase of gradual lifting of the containment measures of social distancing, it seems plausible that the re-opening of nursery schools and primary schools could be considered a policy to be implemented at an early stage of recovery efforts, putting in place measures to do it safely, such as the maintenance of social distance, the reorganisation of classes into smaller groups, the provision of adequate sanitization of spaces, furniture and toys, the prompt identification of cases in the school environment and their tracing. Therefore, policy makers have the task of balancing pros and cons of the school re-opening strategy, taking into account psychological, educational and social consequences for children and their families. Another issue to be considered is represented by socio-economic disparities and inequalities which could be amplified by school’s closure.",138,"['epidemic', 'coronavirus', 'disease', 'covid', 'broke', 'wuhan', 'china', 'december', 'rapidly', 'spread', 'across', 'world', 'order', 'counter', 'epidemic', 'several', 'countries', 'put', 'place', 'different', 'restrictive', 'measures', 'school', 'closure', 'total', 'lockdown', 'however', 'knowledge', 'disease', 'progresses', 'clinical', 'evidence', 'showed', 'children', 'mainly', 'asymptomatic', 'mild', 'disease', 'suggested', 'also', 'less', 'likely', 'spread', 'virus', 'moreover', 'lockdown', 'school', 'closure', 'could', 'negative', 'consequences', 'children', 'affecting', 'social', 'life', 'education', 'mental', 'health', 'many', 'countries', 'already', 'entered', 'planning', 'phase', 'gradual', 'lifting', 'containment', 'measures', 'social', 'distancing', 'seems', 'plausible', 'opening', 'nursery', 'schools', 'primary', 'schools', 'could', 'considered', 'policy', 'implemented', 'early', 'stage', 'recovery', 'efforts', 'putting', 'place', 'measures', 'safely', 'maintenance', 'social', 'distance', 'reorganisation', 'classes', 'smaller', 'groups', 'provision', 'adequate', 'sanitization', 'spaces', 'furniture', 'toys', 'prompt', 'identification', 'cases', 'school', 'environment', 'tracing', 'therefore', 'policy', 'makers', 'task', 'balancing', 'pros', 'cons', 'school', 'opening', 'strategy', 'taking', 'account', 'psychological', 'educational', 'social', 'consequences', 'children', 'families', 'another', 'issue', 'considered', 'represented', 'socio', 'economic', 'disparities', 'inequalities', 'could', 'amplified', 'school', 'closure']",en
052840a5f7764a8cb18d84f7bcf8858d,"Since the outbreak of COVID-19 pandemic, the number of cases registered worldwide has risen to over 3 million. While COVID-19 per se does not seem to represent a significant threat to the pediatric population, which generally presents a benign course and a low lethality, the current emergency might negatively affect the care of pediatric patients and overall children welfare. In particular, the fear of contracting COVID-19 may determine a delayed access to pediatric emergency facilities. Present report focuses on the experience of The Children Hospital in Alessandria (northern Italy). The authors document a drop in the number of admissions to the emergency department (A&E) during the lock-down. They will also focus on four emblematic cases of pediatric patients who were seen to our A&E in severe conditions. All these cases share a significant diagnostic delay caused by the parents’ reluctance to seek medical attention, seen as a potential risk factor for COVID-19 contagion. None was found positive to all COVID-19 swab or immunologic testing. All in all, our data strongly support the importance of promoting a direct and timely interaction between patients and medical staff, to prevent the fear of COVID-19 from causing more harm than the virus itself.",117,"['since', 'outbreak', 'covid', 'pandemic', 'number', 'cases', 'registered', 'worldwide', 'risen', 'million', 'covid', 'per', 'se', 'seem', 'represent', 'significant', 'threat', 'pediatric', 'population', 'generally', 'presents', 'benign', 'course', 'low', 'lethality', 'current', 'emergency', 'might', 'negatively', 'affect', 'care', 'pediatric', 'patients', 'overall', 'children', 'welfare', 'particular', 'fear', 'contracting', 'covid', 'may', 'determine', 'delayed', 'access', 'pediatric', 'emergency', 'facilities', 'present', 'report', 'focuses', 'experience', 'children', 'hospital', 'alessandria', 'northern', 'italy', 'authors', 'document', 'drop', 'number', 'admissions', 'emergency', 'department', 'e', 'lock', 'also', 'focus', 'four', 'emblematic', 'cases', 'pediatric', 'patients', 'seen', 'e', 'severe', 'conditions', 'cases', 'share', 'significant', 'diagnostic', 'delay', 'caused', 'parents', 'reluctance', 'seek', 'medical', 'attention', 'seen', 'potential', 'risk', 'factor', 'covid', 'contagion', 'none', 'found', 'positive', 'covid', 'swab', 'immunologic', 'testing', 'data', 'strongly', 'support', 'importance', 'promoting', 'direct', 'timely', 'interaction', 'patients', 'medical', 'staff', 'prevent', 'fear', 'covid', 'causing', 'harm', 'virus']",en
11c080ce17084674b2eebdf0fde02e5f,"The ongoing pandemic coronavirus disease 19 (COVID-19) remains a significant issue for global health, economics, and society. In order to balance epidemic control and economic recovery, many countries have successively announced the gradual relaxation of some lockdown restrictions. Hospitals and medical staff constitute the backbone in this war against COVID-19. In response to this serious situation, many hospitals went into emergency and impaired healthcare access to patients with conditions other than COVID-19. Therefore, gradually promoting hospital operations and functions back to the new normal is important, especially when this outbreak has been effectively controlled. In this study, we introduce existing and potential problems that could seriously affect people’s health. Additionally, we propose that an especial transition phase between the emergency and regular modes of hospitals can be well adapted to the current situation.",83,"['ongoing', 'pandemic', 'coronavirus', 'disease', 'covid', 'remains', 'significant', 'issue', 'global', 'health', 'economics', 'society', 'order', 'balance', 'epidemic', 'control', 'economic', 'recovery', 'many', 'countries', 'successively', 'announced', 'gradual', 'relaxation', 'lockdown', 'restrictions', 'hospitals', 'medical', 'staff', 'constitute', 'backbone', 'war', 'covid', 'response', 'serious', 'situation', 'many', 'hospitals', 'went', 'emergency', 'impaired', 'healthcare', 'access', 'patients', 'conditions', 'covid', 'therefore', 'gradually', 'promoting', 'hospital', 'operations', 'functions', 'back', 'new', 'normal', 'important', 'especially', 'outbreak', 'effectively', 'controlled', 'study', 'introduce', 'existing', 'potential', 'problems', 'could', 'seriously', 'affect', 'people', 'health', 'additionally', 'propose', 'especial', 'transition', 'phase', 'emergency', 'regular', 'modes', 'hospitals', 'well', 'adapted', 'current', 'situation']",en
c45f68f9cf164ecd930761e70b26d575,"At the end of 2019, an emerging atypical pneumonia called COVID-19 (coronavirus disease 2019), caused by the novel coronavirus defined as SARS-CoV-2 (Severe Acute Respiratory Syndrome Coronavirus 2), was first reported. COVID-19 rapidly expanded leading to an epidemic in China, followed by a global pandemic during the year 2020. In few weeks Italy was assaulted by a severe health emergency, constraining the Italian government to put in place extraordinary restrictive measures, such as school closures and a strict lockdown extended to the entire country at the beginning of March 2020. Since the beginning of lockdown, the Endocrinology Unit of Bambino Gesù Children’s Hospital has recorded a rapid increase of the outpatient consultations for suspected precocious or early puberty. We have now retrospectively analyzed all the consultations recorded in the database of our outpatient clinic from March to September 2020, and compared them with the consultations recorded in the same database from March to September 2019. Our preliminary data suggest a significant increase of precocious puberty cases in girls during the first period of COVID-19 pandemic. Further investigations in larger cohorts of children are needed in order to correlate the observed increase of precocious puberty with specific pathogenic factors.",114,"['end', 'emerging', 'atypical', 'pneumonia', 'called', 'covid', 'coronavirus', 'disease', 'caused', 'novel', 'coronavirus', 'defined', 'sars', 'cov', 'severe', 'acute', 'respiratory', 'syndrome', 'coronavirus', 'first', 'reported', 'covid', 'rapidly', 'expanded', 'leading', 'epidemic', 'china', 'followed', 'global', 'pandemic', 'year', 'weeks', 'italy', 'assaulted', 'severe', 'health', 'emergency', 'constraining', 'italian', 'government', 'put', 'place', 'extraordinary', 'restrictive', 'measures', 'school', 'closures', 'strict', 'lockdown', 'extended', 'entire', 'country', 'beginning', 'march', 'since', 'beginning', 'lockdown', 'endocrinology', 'unit', 'bambino', 'gesù', 'children', 'hospital', 'recorded', 'rapid', 'increase', 'outpatient', 'consultations', 'suspected', 'precocious', 'early', 'puberty', 'retrospectively', 'analyzed', 'consultations', 'recorded', 'database', 'outpatient', 'clinic', 'march', 'september', 'compared', 'consultations', 'recorded', 'database', 'march', 'september', 'preliminary', 'data', 'suggest', 'significant', 'increase', 'precocious', 'puberty', 'cases', 'girls', 'first', 'period', 'covid', 'pandemic', 'investigations', 'larger', 'cohorts', 'children', 'needed', 'order', 'correlate', 'observed', 'increase', 'precocious', 'puberty', 'specific', 'pathogenic', 'factors']",en
483296921d024a088674db257c39fd73,"In December 2019, an infectious disease, caused by a novel coronavirus, emerged in Wuhan City, China. The disease was later named coronavirus disease 2019 (COVID-19) and the virus which causes it was named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). To limit the spread of the COVID-19 in our country, the Italian Government imposed the first urgent measures on February 23rd, 2020 and then a national quarantine from March 9th, 2020 to May 4th, 2020 restricting the free movement of the entire population to the essential minimum. The presence of chronic diseases has been considered one of the main risk factors for COVID-19-related morbidity and mortality. Cystic fibrosis (CF) is a chronic and life-shortening disease affecting up to 1 in 2000 to 3000 live births among Caucasian population. As respiratory complications are the major cause of morbidity and mortality in CF patients, earlier preventive measures, e.g. home isolation, self-monitoring, reinforcing adherence to therapy, were strongly recommended to reduce the risk of COVID-19 infection in these patients [1]. To avoid unnecessary hospital visits and viral spread, telemedicine was encouraged, routine visits were cancelled and pulmonary function testing was performed only if therapeutic decisions were essential [2].",118,"['december', 'infectious', 'disease', 'caused', 'novel', 'coronavirus', 'emerged', 'wuhan', 'city', 'china', 'disease', 'later', 'named', 'coronavirus', 'disease', 'covid', 'virus', 'causes', 'named', 'severe', 'acute', 'respiratory', 'syndrome', 'coronavirus', 'sars', 'cov', 'limit', 'spread', 'covid', 'country', 'italian', 'government', 'imposed', 'first', 'urgent', 'measures', 'february', 'national', 'quarantine', 'march', 'may', 'restricting', 'free', 'movement', 'entire', 'population', 'essential', 'minimum', 'presence', 'chronic', 'diseases', 'considered', 'one', 'main', 'risk', 'factors', 'covid', 'related', 'morbidity', 'mortality', 'cystic', 'fibrosis', 'cf', 'chronic', 'life', 'shortening', 'disease', 'affecting', 'live', 'births', 'among', 'caucasian', 'population', 'respiratory', 'complications', 'major', 'cause', 'morbidity', 'mortality', 'cf', 'patients', 'earlier', 'preventive', 'measures', 'e', 'g', 'home', 'isolation', 'self', 'monitoring', 'reinforcing', 'adherence', 'therapy', 'strongly', 'recommended', 'reduce', 'risk', 'covid', 'infection', 'patients', 'avoid', 'unnecessary', 'hospital', 'visits', 'viral', 'spread', 'telemedicine', 'encouraged', 'routine', 'visits', 'cancelled', 'pulmonary', 'function', 'testing', 'performed', 'therapeutic', 'decisions', 'essential']",en
8b1e8be42f9642ceba6be583a93bf4c1,"COVID-19 related guidelines and movement restrictions are designed to protect the public’s health and reduce disease transmission; yet, COVID-19 related restrictions on movement including social distancing, isolation, quarantine, and shelter-in-place orders have an unknown effect on violence and abuse within relationships. As the pandemic has progressed, many have justifiably speculated that such restrictions may pose a danger to the safety and well-being of people experiencing such violence. Early in the pandemic, countries hard hit by COVID-19 began raising the alarm bell about the impacts of the disease on IPV occurrence. Police in China report that 90% of the causes of recent IPV cases could be attributed to the COVID-19 epidemic. Rising fears and anxiety about prolonged movement restrictions, increased economic strain and diminished health care capacity to support survivors are among the potential reasons for such dramatic effects. Under normal circumstances: low income, unemployment, economic stress, depression, emotional insecurity and social isolation are all risk factors for using violence against partners. Many of these factors may worsen in the context of COVID-19. Despite the urgency in addressing COVID-19, existing health concerns like Intimate Partner Violence (IPV) persist—and may well be worsened by the virus. We simply do not yet know the effects of COVID-19 on violence, nor do we know which interventions work best to prevent and respond to it within the context of the pandemic. The vast majority of information available about IPV and violence during the pandemic has been based on anecdotal reports. The call to action for the research community is clear. We must systematically measure the effects of COVID-19 and movement related restrictions on violence. As always when researching violence, serious consideration must be given to ethics and safety. Violence researchers must mobilize to investigate the impacts of COVID-19 on violence and human health.",188,"['covid', 'related', 'guidelines', 'movement', 'restrictions', 'designed', 'protect', 'public', 'health', 'reduce', 'disease', 'transmission', 'yet', 'covid', 'related', 'restrictions', 'movement', 'including', 'social', 'distancing', 'isolation', 'quarantine', 'shelter', 'place', 'orders', 'unknown', 'effect', 'violence', 'abuse', 'within', 'relationships', 'pandemic', 'progressed', 'many', 'justifiably', 'speculated', 'restrictions', 'may', 'pose', 'danger', 'safety', 'well', 'people', 'experiencing', 'violence', 'early', 'pandemic', 'countries', 'hard', 'hit', 'covid', 'began', 'raising', 'alarm', 'bell', 'impacts', 'disease', 'ipv', 'occurrence', 'police', 'china', 'report', 'causes', 'recent', 'ipv', 'cases', 'could', 'attributed', 'covid', 'epidemic', 'rising', 'fears', 'anxiety', 'prolonged', 'movement', 'restrictions', 'increased', 'economic', 'strain', 'diminished', 'health', 'care', 'capacity', 'support', 'survivors', 'among', 'potential', 'reasons', 'dramatic', 'effects', 'normal', 'circumstances', 'low', 'income', 'unemployment', 'economic', 'stress', 'depression', 'emotional', 'insecurity', 'social', 'isolation', 'risk', 'factors', 'using', 'violence', 'partners', 'many', 'factors', 'may', 'worsen', 'context', 'covid', 'despite', 'urgency', 'addressing', 'covid', 'existing', 'health', 'concerns', 'like', 'intimate', 'partner', 'violence', 'ipv', 'persist', 'may', 'well', 'worsened', 'virus', 'simply', 'yet', 'know', 'effects', 'covid', 'violence', 'know', 'interventions', 'work', 'best', 'prevent', 'respond', 'within', 'context', 'pandemic', 'vast', 'majority', 'information', 'available', 'ipv', 'violence', 'pandemic', 'based', 'anecdotal', 'reports', 'call', 'action', 'research', 'community', 'clear', 'must', 'systematically', 'measure', 'effects', 'covid', 'movement', 'related', 'restrictions', 'violence', 'always', 'researching', 'violence', 'serious', 'consideration', 'must', 'given', 'ethics', 'safety', 'violence', 'researchers', 'must', 'mobilize', 'investigate', 'impacts', 'covid', 'violence', 'human', 'health']",en
b831f300089545bfbd05c9503a7f3d9f,"Suicide is a major public health issue worldwide, with about 880,000 dying annually for such a cause. The COVID-19 pandemic has led to severe social disruption both from health and economic standpoints. Law enforcement personnel have been significantly involved in helping to face the many difficulties due to the pandemic. Police officers have been subjected to further stress from managing social restrictions imposed by governments to contain the pandemic. The Italian State Police steadily approximate 100,000 people aged 25–65 years: 14 subjects (mean age 43.64 years) died by suicide in 2015, 7 (mean age 47.5 years) in 2016, 13 (mean age 45.62 years) in 2017, 10 (mean age 48.1 years) in 2018, 18 (mean age 46.78 years) in 2019, and 12 (mean age 52 years) in 2020. Our records excluded significant changes in suicide incidence rate within 2015–2020 (till December 2020). However, the COVID-19 pandemic spread faster in Italy than in other regions, meaning that the Italian State Police possibly faced prolonged, intense stress. Suicide prevention, therefore, remains a priority, especially during this difficult time.",103,"['suicide', 'major', 'public', 'health', 'issue', 'worldwide', 'dying', 'annually', 'cause', 'covid', 'pandemic', 'led', 'severe', 'social', 'disruption', 'health', 'economic', 'standpoints', 'law', 'enforcement', 'personnel', 'significantly', 'involved', 'helping', 'face', 'many', 'difficulties', 'due', 'pandemic', 'police', 'officers', 'subjected', 'stress', 'managing', 'social', 'restrictions', 'imposed', 'governments', 'contain', 'pandemic', 'italian', 'state', 'police', 'steadily', 'approximate', 'people', 'aged', 'years', 'subjects', 'mean', 'age', 'years', 'died', 'suicide', 'mean', 'age', 'years', 'mean', 'age', 'years', 'mean', 'age', 'years', 'mean', 'age', 'years', 'mean', 'age', 'years', 'records', 'excluded', 'significant', 'changes', 'suicide', 'incidence', 'rate', 'within', 'till', 'december', 'however', 'covid', 'pandemic', 'spread', 'faster', 'italy', 'regions', 'meaning', 'italian', 'state', 'police', 'possibly', 'faced', 'prolonged', 'intense', 'stress', 'suicide', 'prevention', 'therefore', 'remains', 'priority', 'especially', 'difficult', 'time']",en
b1d785a6668e432085c152f55367f99f,"We provide a situational update on COVID-19 in Ghana, the seventh African country reporting the most cases. Some modifications occurring within the health system to curtail the outbreak and its potential impact on the delivery of antenatal care services are also highlighted. With the discovery of the Delta variant in Ghana, the current attention is to prevent a third wave of infection, and also control and manage existing cases. Efforts to procure vaccines, vaccinate special populations and sensitize the public on the implications of vaccine hesitancy are ongoing. Amidst these activities, we suggest some innovations and countermeasures to safeguard primary healthcare services and potentially reinvest efforts towards achieving the sustainable development goal three within the context of maternal healthcare, citing examples specific to developing countries.",79,"['provide', 'situational', 'update', 'covid', 'ghana', 'seventh', 'african', 'country', 'reporting', 'cases', 'modifications', 'occurring', 'within', 'health', 'system', 'curtail', 'outbreak', 'potential', 'impact', 'delivery', 'antenatal', 'care', 'services', 'also', 'highlighted', 'discovery', 'delta', 'variant', 'ghana', 'current', 'attention', 'prevent', 'third', 'wave', 'infection', 'also', 'control', 'manage', 'existing', 'cases', 'efforts', 'procure', 'vaccines', 'vaccinate', 'special', 'populations', 'sensitize', 'public', 'implications', 'vaccine', 'hesitancy', 'ongoing', 'amidst', 'activities', 'suggest', 'innovations', 'countermeasures', 'safeguard', 'primary', 'healthcare', 'services', 'potentially', 'reinvest', 'efforts', 'towards', 'achieving', 'sustainable', 'development', 'goal', 'three', 'within', 'context', 'maternal', 'healthcare', 'citing', 'examples', 'specific', 'developing', 'countries']",en
