abstract,url
"El asma es una de las enfermedades más prevalentes en España y, a pesar de los grandes avances diagnósticos y terapéuticos, los resultados en salud indican que hasta el 80% de los pacientes no tendrían su asma bien controlada. Aunque las causas de esta situación son diversas, existen algunas prácticas entre los profesionales que atienden el asma que no contribuyen a la mejora de los resultados en salud de esta enfermedad. Nuestro grupo de trabajo ha elaborado este documento para recordar una serie de pautas básicas, alineadas con las guías actuales y la literatura reciente, y consensuadas mediante metodología Delphi por un panel experto multidisciplinar. Estas recomendaciones sobre quéno se debe hacer en el manejo del asma en el adulto quedan articuladas en 4 ámbitos: el diagnóstico, el seguimiento, el tratamiento y la prevención de exacerbaciones.",https://www.elsevier.es/es-revista-atencion-primaria-27-articulo-que-no-se-debe-hacer-S0212656721001359?referer=buscador
"It is not clear whether patients with some degree of immunosuppression have worse outcomes in SARS-CoV-2 infection, compared to healthy people.",https://www.elsevier.es/en-revista-reumatologia-clinica-english-edition--373-articulo-sars-cov-2-covid-19-in-patients-with-S2173574320301295?referer=buscador
"COVID-19 is a newly emerged disease that has become a global public health challenge. Due to a lack of knowledge about the virus, a significant number of potential targets for using a particular drug have been proposed. Five cases with a clinical history of biopolymers in the gluteal region that developed iatrogenic allogenosis (IA) are presented here. The 5 cases were put under colchicine treatment for IA crisis and had non-specific symptoms (headache, cough without dyspnea, and arthralgias) with a positive SARS-CoV-2 test. Their close contacts had mild to severe symptoms and three of them died. In the SARS-CoV-2 infection different inflammatory pathways are altered where colchicine reduces cytokine levels as well as the activation of macrophages, neutrophils, and the inflammasome. The possible mechanisms that colchicine may use to prevent acute respiratory distress syndrome (ARDS) in patients with COVID-19 infection are also reviewed in this article.",https://www.elsevier.es/en-revista-reumatologia-clinica-english-edition--373-articulo-colchicine-a-potential-therapeutic-tool-S2173574321001337?referer=buscador
"En el año 1348 una pandemia de la llamada «peste negra» asoló la humanidad y cambió el orden social, económico y geopolítico del mundo, tal como sucede actualmente con la causada por el coronavirus SARS-CoV-2. El médico del reino nazarí de Granada, Ibn Jatima de Almería, escribió un Tratado sobre la peste en el cual se encuentran semejanzas epidemiológicas y clínicas entre ambas plagas. Así, dentro del contexto de la medicina greco-árabe, descubrió el contagio respiratorio y por contacto de la peste, y atribuyó su fisiopatología a una insuficiente refrigeración pulmonar del calor innato generado en el corazón y vehiculizado por el humor sanguíneo, equivalente al sistema de trasporte de oxígeno, lo cual generaba residuos tóxicos, como los radicales libres, que abocaba a un fallo multiorgánico (FMO) irreversible, factor de mortalidad como en la Covid-19. Por su similitud, sería el primer antecedente conocido del concepto fisiopatológico de FMO, hallazgo que enriquece nuestro patrimonio científico-histórico de la especialidad.",https://www.elsevier.es/es-revista-medicina-intensiva-64-articulo-a-proposito-pandemias-ibn-jatima-S0210569120301777?referer=buscador
"COVID-19 is a newly emerged disease that has become a global public health challenge. Due to a lack of knowledge about the virus, a significant number of potential targets for using a particular drug have been proposed. Five cases with a clinical history of biopolymers in the gluteal region that developed iatrogenic allogenosis (IA) are presented here. The 5 cases were put under colchicine treatment for IA crisis and had non-specific symptoms (headache, cough without dyspnea, and arthralgias) with a positive SARS-CoV-2 test. Their close contacts had mild to severe symptoms and three of them died. In the SARS-CoV-2 infection different inflammatory pathways are altered where colchicine reduces cytokine levels as well as the activation of macrophages, neutrophils, and the inflammasome. The possible mechanisms that colchicine may use to prevent acute respiratory distress syndrome (ARDS) in patients with COVID-19 infection are also reviewed in this article.",https://www.elsevier.es/es-revista-reumatologia-clinica-273-articulo-colchicine-a-potential-therapeutic-tool-S1699258X20301078?referer=buscador
"No es claro si los pacientes con algún grado de inmunosupresión tienen peores desenlaces en la infección por SARS-CoV-2, en comparación con la población sana.",https://www.elsevier.es/es-revista-reumatologia-clinica-273-articulo-sars-cov-2-covid-19-pacientes-con-algun-S1699258X20302011?referer=buscador
"In December 2019, SARS-CoV-2, was discovered as the agent of COVID-19 disease. Cardiac arrhythmias have been reported as frequent but their incidence is unknown. The aim of this research was to assess the real incidence of cardiac arrhythmias among COVID-19 patients admitted to Portuguese hospitals and to understand the underlying prognostic implications.",https://www.elsevier.es/pt-revista-revista-portuguesa-cardiologia-334-articulo-cardiac-arrhythmias-in-patients-presenting-S0870255121001049?referer=buscador
"Presentamos una serie de casos de 10 pacientes recibiendo manejo protocolizado para infección por SARS-CoV-2 que desarrollaron complicaciones gastrointestinales severas. El objetivo del estudio es contribuir a la discusión sobre las complicaciones gastrointestinales de la infección por SARS-CoV-2. Hasta el momento y tras una revisión de la literatura, se trata de la primera serie de casos detallada sobre este tema.",https://www.elsevier.es/es-revista-revista-gastroenterologia-mexico-288-avance-resumen-complicaciones-intestinales-graves-pacientes-sars-cov-2-S0375090621000641?referer=buscador
"The current SARS-CoV-2 pandemic poses numerous health challenges, including the adequate use and proper interpretation of the different available tests in different clinical settings. As any diagnostic test, those of SARS-CoV-2 have methodological limitations of sensitivity (S) and specificity (E), which eventually determine their positive (PPV) and negative (NPV) predictive value. Furthermore, their diagnostic performance depends on the clinical context in which these tests are used, that is, on the pretest probability. This article: (1) reviews the main methodological aspects that influence the S, E, PPV and NPV of the most common SARS-CoV-2 diagnostic tests; and, (2) discusses its diagnostic interpretation in different clinical settings.",https://www.elsevier.es/en-revista-medicina-clinica-english-edition--462-avance-resumen-covid-19-diagnostic-tests-importance-clinical-S2387020621003776?referer=buscador
"El reemplazo de hombro es efectivo para mejorar el dolor y la funcionalidad en patologías crónicas del hombro. Considerando los riesgos y costos asociados a la estancia hospitalaria, realizar este procedimiento de forma ambulatoria surge como una opción para optimizar esta estrategia terapéutica.",https://www.elsevier.es/es-revista-revista-colombiana-ortopedia-traumatologia-380-avance-resumen-reemplazo-hombro-ambulatorio-presentacion-protocolo-S0120884521000675?referer=buscador
"In recent months, much of the scientific efforts have focused on research on SARSCoV-2 infection and its consequences in humans. Still, many aspects remain unknown. It is known that the damage caused by SARS-CoV-2 is multifactorial and that its extension goes beyond lung inflammation and the acute phase, with the appearance of numerous complications and sequelae. To date, knowledge about the usefulness of 18F-FDG-PET/CT in the acute phase has been limited to the incidental detection of SARS-CoV-2 unsuspected pneumonia. Recent studies have been appearing collecting the findings of 18F-FDG-PET/CT in long COVID-19 or persistent COVID-19 state as well as the alterations caused after mass vaccination of the population in the metabolic studies. This work aims to review the existing literature focusing on these three issues and to briefly present our own preliminary experience.",https://www.elsevier.es/en-revista-revista-espanola-medicina-nuclear-e-425-avance-resumen-18-f-fdg-pet-ct-in-sars-cov-2-infection-S2253808921001269?referer=buscador
Analizar la asociación entre el gasto sanitario público per cápita y la tasa de mortalidad poblacional por COVID-19 en Europa y en España.,https://www.elsevier.es/es-revista-revista-clinica-espanola-65-articulo-gasto-sanitario-publico-mortalidad-por-S0014256520303039?referer=buscador
"La emergencia sanitaria por COVID-19 en España fue de tal magnitud que el 14 de marzo de 2020 se declaró un estado de alarma que se mantuvo durante más de tres meses. Esta pandemia está afectando a un número muy elevado de personas. Para reducir su riesgo de contagio, entre las medidas tomadas se han minimizado las visitas a los centros sanitarios y se han incrementado las consultas telemáticas. Una vez se supere la situación de pandemia, cabrá plantearse si la práctica de la telemedicina queda limitada a situaciones de crisis sanitaria o puede convertirse en una nueva forma de practicar la medicina. La telemedicina carece de regulación específica y presenta lagunas que abocan al médico a considerables dosis de inseguridad. El presente artículo analiza los límites, las precauciones y los estándares legales del uso de la telemedicina.",https://www.elsevier.es/es-revista-revista-clinica-espanola-65-articulo-telemedicina-etica-derecho-tiempos-covid-19--S0014256521000849?referer=buscador
To analyze the association between public health expenditure per capita and the mortality rate due to COVID-19 in Europe and Spain.,https://www.elsevier.es/en-revista-revista-clinica-espanola-english-edition--465-articulo-public-healthcare-expenditure-covid-19-mortality-S2254887421000746?referer=buscador
"The health emergency in Spain caused by COVID-19 was of such a magnitude that on March 14, 2020, a state of alarm was declared that lasted for more than three months. This ongoing pandemic has affected a vast number of people. Among the measures taken to reduce the risk of contagion, visits to health centers have been reduced and virtual consultations have increased. Once the pandemic ends, it will be necessary to consider whether telemedicine should be limited to periods of health crises or whether it could become a new way of practicing medicine. Telemedicine lacks specific regulations and has loopholes that leave physicians with a considerable degree of insecurity. This article analyzes the limits, precautions, and legal standards of the use of telemedicine.",https://www.elsevier.es/en-revista-revista-clinica-espanola-english-edition--465-articulo-telemedicine-ethics-law-in-times-S2254887421000758?referer=buscador
"Describir la implantación y resultados de la consulta electrónica (e-consulta) en cardiología, para racionalizar la demanda, la accesibilidad y la continuidad asistencial entre atención primaria (AP) y atención hospitalaria cardiológica.",https://www.elsevier.es/es-revista-rec-cardioclinics-23-avance-resumen-consulta-electronica-modelo-evolutivo-asistencia-S2605153221000789?referer=buscador
"La neumonía adquirida en la comunidad (NAC) continúa siendo una causa importante de morbimortalidad en adultos. El objetivo de este trabajo es actualizar la guía práctica de prevención de la NAC mediante vacunación en España desarrollada en 2016 y actualizada en 2018, en función de las vacunas y las evidencias disponibles mediante revisión bibliográfica y opinión de expertos. La llegada de la COVID-19 como nueva causa de NAC y la reciente aprobación y disponibilidad de cuatro vacunas seguras y eficaces constituyen el cambio más significativo. Las vacunas frente al neumococo, la gripe, la tosferina y la COVID-19 pueden contribuir a disminuir la carga de enfermedad por NAC y sus complicaciones asociadas. La evidencia disponible avala las indicaciones prioritarias establecidas en esta guía, y sería recomendable tratar de lograr una difusión e implementación amplia en la práctica clínica rutinaria de estas recomendaciones.",https://www.elsevier.es/es-revista-medicina-familia-semergen-40-avance-resumen-vacunacion-frente-neumonia-adquirida-comunidad-S1138359321001805?referer=buscador
"Los trastornos mentales, neurológicos, uso de sustancias, suicidio y trastornos somáticos relacionados (TMNS) tienen un impacto negativo en la calidad de vida de las personas y la economía de México, pero se carece de información actualizada. El objetivo de este trabajo es analizar los años de vida ajustados en función de la discapacidad (AVAD) de los TMNS en México por sexo, edad, entidad federativa y grado de marginación entre 1990 y 2019.",https://www.elsevier.es/es-revista-revista-psiquiatria-salud-mental--286-avance-resumen-la-carga-enfermedad-mental-mexico-S1888989121000665?referer=buscador
To assess moral distress (MD) among Spanish critical care healthcare professionals (HCPs).,https://www.elsevier.es/es-revista-medicina-intensiva-64-avance-resumen-moral-distress-among-healthcare-professionals-S0210569121001704?referer=buscador
Compare 30-day mortality rate following a proximal femur fracture (PFF) and SARS-CoV-2 infection versus a PFF and no SARS-CoV-2 infection.,https://www.elsevier.es/es-revista-revista-espanola-cirugia-ortopedica-traumatologia-129-avance-resumen-thirty-day-mortality-in-patients-with-S1888441521001089?referer=buscador
Analizar la desagregación por sexo y la disponibilidad de indicadores de género en los informes de la Red Nacional de Vigilancia Epidemiológica (RENAVE) y el Estudio Nacional de Sero-Epidemiología (ENE-COVID-19).,https://www.elsevier.es/es-revista-gaceta-sanitaria-138-avance-resumen-monitorizacion-covid-19-espana-es-posible-S0213911121001138?referer=buscador
España ha sido uno de los países con mayor afectación por la pandemia SARS-CoV-2. El objetivo del estudio es describir las características de los pacientes atendidos por COVID-19 en el Hospital de Guadarrama e identificar los factores asociados de mortalidad en los ingresados en situación aguda.,https://www.elsevier.es/es-revista-revista-espanola-geriatria-gerontologia-124-avance-resumen-atencion-pacientes-covid-19-durante-primera-S0211139X21000883?referer=buscador
High generated tidal volumes (Vt) have been correlated with higher risk of self-induced lung injury and worse clinical outcome. This study aimed to evaluate the effectiveness and safety of a new helmet continuous positive airway pressure delivered (h-CPAP) configuration allowing Vt monitoring in patients affected by COVID-19.,https://www.elsevier.es/en-revista-pulmonology-420-avance-resumen-effectiveness-safety-new-helmet-cpap-S2531043721001355?referer=buscador
The current COVID-19 pandemic is causing significant morbidity and death worldwide and produces significant socio-economic losses.,https://www.elsevier.es/en-revista-pulmonology-420-avance-resumen-point-of-care-covid-19-antigen-testing-in-S2531043721001318?referer=buscador
"Manuel Rico ha elaborado un libro en el que se aproxima de forma muy rigurosa a lo sucedido en las residencias de mayores durante la pandemia por COVID-19. El texto está construido sobre los datos y los testimonios de agentes implicados, de un modo u otro, en lo sucedido. En esta reseña se pretende ofrecer un acercamiento a los datos, conclusiones e ideas más importantes, tratando de mantener la disciplina investigativa que demuestra el propio Rico.",https://www.elsevier.es/es-revista-revista-espanola-geriatria-gerontologia-124-avance-resumen-resena-verguenza-el-escandalo-residencias--S0211139X21001153?referer=buscador
"Durante los últimos meses gran parte de los esfuerzos científicos se han centrado en la investigación sobre el SARS-CoV-2 y las consecuencias de su infección en humanos. Aun así, muchos aspectos siguen siendo desconocidos. Se sabe que la afectación por SARS-CoV-2 es multifactorial y que su extensión va más allá del daño pulmonar y del momento agudo, con aparición de numerosas de complicaciones y secuelas. El conocimiento de la utilidad de la 18F-FDG-PET/TC en el momento agudo se ha limitado, hasta la fecha, a la detección incidental de afectación pulmonar por SARS-CoV-2. En los últimos meses han ido apareciendo trabajos que recogen los hallazgos de la 18F-FDG-PET/TC en el estado post-COVID, así como las alteraciones provocadas en la imagen metabólica tras la vacunación masiva de la población. Este trabajo pretende revisar la literatura existente sobre estas tres cuestiones y exponer de manera breve la experiencia preliminar propia.",https://www.elsevier.es/es-revista-revista-espanola-medicina-nuclear-e-125-avance-resumen-18-f-fdg-pet-tc-ante-infeccion-por-S2253654X21001402?referer=buscador
"The complex humanitarian crisis (CHC) in Venezuela is characterized by food insecurity, hyperinflation, insufficient basic services, and the collapse of the healthcare system. The evolution of the epidemiology of cardiometabolic risk factors in this context is unknown.",https://www.elsevier.es/es-revista-clinica-e-investigacion-arteriosclerosis-15-avance-resumen-impact-complex-humanitarian-crisis-on-S0214916821000942?referer=buscador
"La miniaturización y portabilidad de dispositivos de ecografía permite al médico de familia aplicarlos en ámbitos como el domicilio del paciente. El presente estudio pretende demostrar que la realización de la ecografía abdominal en el domicilio de pacientes frágiles es factible, permite reducir la demora en la atención y reduce la incertidumbre diagnóstica.",https://www.elsevier.es/es-revista-medicina-clinica-2-avance-resumen-estudio-viabilidad-ecografia-abdominal-con-S0025775321003286?referer=buscador
"In recent decades, several studies have found a strong association between prolonged use of video display terminals and ophthalmological symptoms encompassed in the so-called computer visual syndrome (CVS). Few studies have addressed this syndrome in graduate students.",https://www.elsevier.es/en-revista-archivos-sociedad-espanola-oftalmologia-english-496-avance-resumen-computer-visual-syndrome-in-graduate-S2173579421001110?referer=buscador
"El brote de la enfermedad COVID-19 está evolucionando en todo el mundo. El objetivo del estudio es evaluar la asociación entre la vacunación antigripal y el riesgo de mortalidad en pacientes con COVID-19 hospitalizados, así como otros factores de riesgo.",https://www.elsevier.es/es-revista-medicina-clinica-2-avance-resumen-influencia-vacunacion-antigripal-comorbilidad-evolucion-S0025775321003250?referer=buscador
the SARS-CoV-2 infection ranges from asymptomatic to critical forms and several prognostic factors have been described. Atrial fibrillation (AF) is common in acute situations where it is linked with more complications and mortality. We aimed to evaluate the prognostic information of AF in this population.,https://www.elsevier.es/es-revista-medicina-clinica-2-articulo-atrial-fibrillation-in-patients-with-S0025775321000233?referer=buscador
the SARS-CoV-2 infection ranges from asymptomatic to critical forms and several prognostic factors have been described. Atrial fibrillation (AF) is common in acute situations where it is linked with more complications and mortality. We aimed to evaluate the prognostic information of AF in this population.,https://www.elsevier.es/en-revista-medicina-clinica-english-edition--462-articulo-atrial-fibrillation-in-patients-with-S2387020621003144?referer=buscador
Se diseñó y se envió una encuesta para analizar el impacto de la pandemia por COVID-19 en el funcionamiento y desempeño de los servicios de Traumatología del Sistema Nacional de Salud y entidades privadas.,https://www.elsevier.es/en-revista-journal-healthcare-quality-research-257-avance-resumen-encuesta-acerca-del-impacto-covid-19-S2603647921000567?referer=buscador
"La insuficiencia cardiaca (IC) supone un reto para los sistemas sanitarios que se puede responder a través del desarrollo de modelos integrales de atención. Un grupo multidisciplinar de expertos reflexionó sobre los factores clave para avanzar en el desarrollo de este tipo de modelos, planteando una hoja de ruta dirigida a todos los agentes (administraciones, gestores y profesionales sanitarios).",https://www.elsevier.es/es-revista-rec-cardioclinics-23-avance-resumen-factores-clave-modelos-atencion-insuficiencia-S260515322100073X?referer=buscador
Identificar y validar una escala de riesgo de ingreso en las unidades de cuidados intensivos (UCI) en pacientes hospitalizados con enfermedad por coronavirus 2019 (COVID-19).,https://www.elsevier.es/es-revista-revista-clinica-espanola-65-avance-resumen-derivacion-validacion-una-puntuacion-riesgo-S0014256521001399?referer=buscador
"Establecer unas recomendaciones lo más seguras posibles con respecto a la implantación de prótesis peneanas, su seguimiento tras la cirugía y manejo de las posibles complicaciones durante las diferentes fases de la pandemia por la COVID-19.",https://www.elsevier.es/es-revista-revista-internacional-andrologia-262-avance-resumen-implante-protesis-pene-era-covid--S1698031X21000145?referer=buscador
"As coronavirus disease-2019 (COVID-19) spread worldwide and social restrictions were intensified, difficulties in blood supply were expected to result in a shortage of blood donors, logistic issues and a change in blood consumption. Consequences could be detrimental to the meeting of the blood supply demand, especially in a decentralized blood bank in the State of São Paulo responsible for providing blood to more than 100 hospitals, mostly of the public health system. Aiming to minimize negative effects and focusing on maintenance of the blood supply, a different approach was discussed and adopted.",https://www.elsevier.es/pt-revista-hematology-transfusion-cell-therapy-396-avance-resumen-optimization-red-blood-cell-unit-S2531137921000523?referer=buscador
Severe calcification is present in> 50% of coronary chronic total occlusions (CTOs) undergoing percutaneous intervention. We aimed to describe the contemporary use and outcomes of plaque modification devices (PMDs) in this context.,https://www.elsevier.es/en-revista-revista-espanola-cardiologia-english-edition--255-avance-resumen-plaque-modification-in-calcified-chronic-S188558572100195X?referer=buscador
"Durante la emergencia sanitaria, preocupan las repercusiones en la salud mental que pudieran estar experimentando los trabajadores sanitarios peruanos, quienes representan la primera línea de atención contra la COVID-19.",https://www.elsevier.es/es-revista-revista-colombiana-psiquiatria-379-avance-resumen-preocupacion-por-el-contagio-covid-19-S0034745021001116?referer=buscador
"Analizar la calidad de los cuidados brindados durante la pandemia por COVID-19, identificando los cuidados que se han priorizado y los factores que han influido. Ante la situación de adaptación de los cuidados exigidos por la pandemia, las enfermeras han podido estar sometidas a factores que las hayan afectado de manera negativa, pero también se han podido encontrar estrategias que han permitido mantener la calidad de los cuidados.",https://www.elsevier.es/es-revista-enfermeria-clinica-35-avance-resumen-cuidados-perdidos-calidad-cuidados-durante-S1130862121001091?referer=buscador
"To investigate the prevalence of antibodies against SARS-CoV-2 in otorhinolaryngologists in southern Brazil, its relationship to demographic data, professional practice and reported symptoms of COVID-19, and compare it with official data on other health-care workers of the state and the general population in the same period.",https://www.elsevier.es/en-revista-brazilian-journal-otorhinolaryngology-english-edition--497-avance-resumen-covid-19-in-otolaryngologists-cross-sectional-multicenter-S1808869421001300?referer=buscador
Growing evidence suggest that cycle threshold (CT)-value of reverse transcription polymerase chain reaction (RT-PCR) is correlated with transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and some kits set different CT-value cut-off. This report presents the discordant results of two widely used RT-PCR kits in Indonesia due to different CT-value cut-offs and highlights its potential consequence in SARS-CoV-2 containment.,https://www.elsevier.es/es-revista-vacunas-72-avance-resumen-discordant-results-sars-cov-2-pcr-based-tests-S1576988721000364?referer=buscador
