abstract,url
"The first cluster of patients suffering from coronavirus disease 2019 (COVID-19) was identified on December 21, 2019, and as of July 29, 2020, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections have been linked with 664,333 deaths and number at least 16,932,996 worldwide. Unprecedented in global societal impact, the COVID-19 pandemic has tested local, national, and international preparedness for viral outbreaks to the limits. Just as it will be vital to identify missed opportunities and improve contingency planning for future outbreaks, we must also highlight key successes and build on them. Concomitant to the emergence of a novel viral disease, there is a ‘research and development gap’ that poses a threat to the overall pace and quality of outbreak response during its most crucial early phase. Here, we outline key components of an adequate research response to novel viral outbreaks using the example of SARS-CoV-2. We highlight the exceptional recent progress made in fundamental science, resulting in the fastest scientific response to a major infectious disease outbreak or pandemic. We underline the vital role of the international research community, from the implementation of diagnostics and contact tracing procedures to the collective search for vaccines and antiviral therapies, sustained by unique information sharing efforts.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008902
"Since SARS-CoV-2 appeared in the human population, the scientific community has scrambled to gather as much information as possible to find good strategies for the containment and treatment of this pandemic virus. Here, we performed a systematic review of the current (pre)published SARS-CoV-2 literature with a focus on the evidence concerning SARS-CoV-2 distribution in human tissues and viral shedding in body fluids. In addition, this evidence is aligned with published ACE2 entry-receptor (single cell) expression data across the human body to construct a viral distribution and ACE2 receptor body map. We highlight the broad organotropism of SARS-CoV-2, as many studies identified viral components (RNA, proteins) in multiple organs, including the pharynx, trachea, lungs, blood, heart, vessels, intestines, brain, male genitals and kidneys. This also implicates the presence of viral components in various body fluids such as mucus, saliva, urine, cerebrospinal fluid, semen and breast milk. The main SARS-CoV-2 entry receptor, ACE2, is expressed at different levels in multiple tissues throughout the human body, but its expression levels do not always correspond with SARS-CoV-2 detection, indicating that there is a complex interplay between virus and host. Together, these data shed new light on the current view of SARS-CoV-2 pathogenesis and lay the foundation for better diagnosis and treatment of COVID-19 patients.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009037
"Protective variables for Coronavirus Disease 2019 (COVID-19) are unknown. “Trained immunity” of the populace as a result of Bacille Calmette–Guérin (BCG) vaccination policy implementation and coverage had been suggested to be one of the factors responsible for the differential impact of COVID-19 on different countries. Several trials are underway to evaluate the potential protective role of BCG vaccination in COVID-19. However, the lack of clarity on the use of appropriate controls concerning the measures of “trained immunity” or the heterologous cell-mediated immunity conferred by BCG vaccination has been a cause of concern leading to more confusion as exemplified by a recently concluded trial in Israel that failed to find any protective correlation with regard to BCG vaccination. Whereas, when we analyze the COVID-19 epidemiological data of European countries without any regard for BCG vaccination policy but with similar age distribution, comparable confounding variables, and the stage of the pandemic, the prevalence of tuberculin immunoreactivity—a measure of cell-mediated immunity persistence as a result of Mycobacterium spp. (including BCG vaccine) exposure of the populations—is found consistently negatively correlated with COVID-19 infections and mortality. We seek to draw attention toward the inclusion of controls for underlying “trained immunity” and heterologous cell-mediated immunity prevalence that may be preexisting or resulting from the intervention (e.g., BCG vaccine) in such trials to arrive at more dependable conclusions concerning potential benefit from them.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008969
"Questions persist as to the origin of the COVID-19 pandemic. Evidence is building that its origin as a zoonotic spillover occurred prior to the officially accepted timing of early December, 2019. Here we provide novel methods to date the origin of COVID-19 cases. We show that six countries had exceptionally early cases, unlikely to represent part of their main case series. The model suggests a likely timing of the first case of COVID-19 in China as November 17 (95% CI October 4). Origination dates are discussed for the first five countries outside China and each continent. Results infer that SARS-CoV-2 emerged in China in early October to mid-November, and by January, had spread globally. This suggests an earlier and more rapid timeline of spread. Our study provides new approaches for estimating dates of the arrival of infectious diseases based on small samples that can be applied to many epidemiological situations.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009620
"There is an urgent need for effective treatment and preventive vaccine to contain this devastating global pandemic, which requires a comprehensive understanding of humoral responses specific to SARS-CoV-2 during the disease progression and convalescent phase of COVID-19 patients. We continuously monitored the serum IgM and IgG responses specific to four SARS-CoV-2 related antigens, including the nucleoprotein (NP), receptor binding domain (RBD), S1 protein, and ectodomain (ECD) of the spike protein among non-severe and severe COVID-19 patients for seven weeks since disease onset. Most patients generated humoral responses against NP and spike protein-related antigens but with their distinct kinetics profiles. Combined detection of NP and ECD antigens as detecting antigen synergistically improved the sensitivity of the serological assay, compared to that of using NP or RBD as detection antigen. 80.7% of convalescent sera from COVID-19 patients revealed that the varying extents of neutralization activities against SARS-CoV-2. S1-specific and ECD-specific IgA responses were strongly correlated with the neutralization activities in non-severe patients, but not in severe patients. Moreover, the neutralizing activities of the convalescent sera were shown to significantly decline during the period between 21 days to 28 days after hospital discharge, accompanied by a substantial drop in RBD-specific IgA response. Our data provide evidence that are crucial for serological testing, antibody-based intervention, and vaccine design of COVID-19.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008796
"The SARS-CoV-2 infection causes severe respiratory involvement (COVID-19) in 5–20% of patients through initial immune derangement, followed by intense cytokine production and vascular leakage. Evidence of immune involvement point to the participation of T, B, and NK cells in the lack of control of virus replication leading to COVID-19. NK cells contribute to early phases of virus control and to the regulation of adaptive responses. The precise mechanism of NK cell dysregulation is poorly understood, with little information on tissue margination or turnover. We investigated these aspects by multiparameter flow cytometry in a cohort of 28 patients hospitalized with early COVID-19.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009448
"To simultaneously determine clinical and immunological responses to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in young and old females and males, 681 coronavirus disease 2019 (COVID-19) patients and 369 normal controls (NCs) were analyzed based on age and sex classifications using multiple linear regression analysis. Compared to the age-matched NCs, both young and old male and female non-comorbid COVID-19 patients had lower lymphocyte counts and alanine aminotransferase (ALT) concentration, and only young male and female patients had lower neutrophil counts. Compared to young patients, both old males and females had significantly higher plasma ALT and AST concentrations. Compared to young and old females, age-matched males had higher plasma ALT and AST concentrations, but only young males had higher C-reactive protein (CRP) concentration. Compared to females, old males, but not young males, showed higher incidence of critical illness. Compared to young patients, old females had more leukocyte and neutrophil counts above the normal upper limit and B cell count below the normal lower limit (NLL), while old males had more lymphocyte and natural killer (NK) cell counts below the NLL. No sex or age associations with B cell and NK cell counts were observed. However, there were age-dependent decreases in CD8+ T-cell counts in both male and female COVID-19 patients. Age was negatively associated with CD8+ T cell counts but positively associated with neutrophil count, CRP, ALT, and AST concentrations, and sex (females) was negatively associated with neutrophil count, CRP, ALT, and AST concentrations. The present study suggests that SARS-CoV-2 infection mainly induced 1) beneficial sex (female)-related differences regarding reduced COVID-19 disease severity and negative associations with inflammatory responses and liver damage, and 2) harmful age-related differences relating to negative associations with CD8+ T cell count and positive associations with inflammatory responses and liver damage. Thus, sex and age are biological variables that should be considered in the prevention and treatment of COVID-19.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009420
"To confirm the relationship between sex and the progression of Coronavirus Disease-19 (COVID-19), and its potential mechanism, among severe patients. For this retrospective study, we included 168 consecutive severe patients with pathogen-confirmed COVID-19 who were hospitalized between January 16th and February 4th, 2020, at Tongji Hospital in Wuhan, China. Clinical characteristics, laboratory parameters, and outcomes were compared and analyzed between males and females. In the present study, we analyzed 168 severe patients with COVID-19, including 86 males and 82 females, and 48 patients (28.6%) were diagnosed as critically ill. Of 86 male patients, 12.8% (11/86) died and 75.6% (65/86) were discharged; of 82 female patients, 7.3% (6/82) died and 86.6% (71/82) were discharged. Eleven laboratory parameters showed significant differences between male and female patients, and six of them were higher during the whole clinical course in patients who died than in patients who were discharged. In adjusted logistic regression analysis, males with comorbidities presented a higher risk of being critically ill than males without comorbidities (OR = 3.824, 95% CI = 1.279–11.435). However, this association attenuated to null in female patients (OR = 2.992, 95% CI = 0.937–9.558). A similar sex-specific trend was observed in the relation between age and critically ill conditions. We highlighted sex-specific differences in clinical characteristics and prognosis. Male patients appeared to be more susceptible to age and comorbidities. Sex is an important biological variable that should be considered in the prevention and treatment of COVID-19.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008520
"COVID-19 is characterized by respiratory symptoms of various severities, ranging from mild upper respiratory signs to acute respiratory failure/acute respiratory distress syndrome associated with a high mortality rate. However, the pathophysiology of the disease is largely unknown. Shotgun metagenomics from nasopharyngeal swabs were used to characterize the genomic, metagenomic and transcriptomic features of patients from the first pandemic wave with various forms of COVID-19, including outpatients, patients hospitalized not requiring intensive care, and patients in the intensive care unit, to identify viral and/or host factors associated with the most severe forms of the disease. Neither the genetic characteristics of SARS-CoV-2, nor the detection of bacteria, viruses, fungi or parasites were associated with the severity of pulmonary disease. Severe pneumonia was associated with overexpression of cytokine transcripts activating the CXCR2 pathway, whereas patients with benign disease presented with a T helper “Th1-Th17” profile. The latter profile was associated with female gender and a lower mortality rate. Our findings indicate that the most severe cases of COVID-19 are characterized by the presence of overactive immune cells resulting in neutrophil pulmonary infiltration which, in turn, could enhance the inflammatory response and prolong tissue damage. These findings make CXCR2 antagonists, in particular IL-8 antagonists, promising candidates for the treatment of patients with severe COVID-19.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009416
"COVID-19 (coronavirus disease 2019) caused by SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) infection is a disease affecting several organ systems. A model that captures all clinical symptoms of COVID-19 as well as long-haulers disease is needed. We investigated the host responses associated with infection in several major organ systems including the respiratory tract, the heart, and the kidneys after SARS-CoV-2 infection in Syrian hamsters. We found significant increases in inflammatory cytokines (IL-6, IL-1beta, and TNF) and type II interferons whereas type I interferons were inhibited. Examination of extrapulmonary tissue indicated inflammation in the kidney, liver, and heart which also lacked type I interferon upregulation. Histologically, the heart had evidence of myocarditis and microthrombi while the kidney had tubular inflammation. These results give insight into the multiorgan disease experienced by people with COVID-19 and possibly the prolonged disease in people with post-acute sequelae of SARS-CoV-2 (PASC).",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009705
"We report the emergency development and application of a robust serologic test to evaluate acute and convalescent antibody responses to SARS-CoV-2 in Argentina. The assays, COVIDAR IgG and IgM, which were produced and provided for free to health authorities, private and public health institutions and nursing homes, use a combination of a trimer stabilized spike protein and the receptor binding domain (RBD) in a single enzyme-linked immunosorbent assay (ELISA) plate. Over half million tests have already been distributed to detect and quantify antibodies for multiple purposes, including assessment of immune responses in hospitalized patients and large seroprevalence studies in neighborhoods, slums and health care workers, which resulted in a powerful tool for asymptomatic detection and policy making in the country. Analysis of antibody levels and longitudinal studies of symptomatic and asymptomatic SARS-CoV-2 infections in over one thousand patient samples provided insightful information about IgM and IgG seroconversion time and kinetics, and IgM waning profiles. At least 35% of patients showed seroconversion within 7 days, and 95% within 45 days of symptoms onset, with simultaneous or close sequential IgM and IgG detection. Longitudinal studies of asymptomatic cases showed a wide range of antibody responses with median levels below those observed in symptomatic patients. Regarding convalescent plasma applications, a protocol was standardized for the assessment of end point IgG antibody titers with COVIDAR with more than 500 plasma donors. The protocol showed a positive correlation with neutralizing antibody titers, and was used for clinical trials and therapies across the country. Using this protocol, about 80% of convalescent donor plasmas were potentially suitable for therapies. Here, we demonstrate the importance of providing a robust and specific serologic assay for generating new information about antibody kinetics in infected individuals and mitigation policies to cope with pandemic needs.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009161
"Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is a novel coronavirus that has caused a worldwide pandemic of the human respiratory illness COVID-19, resulting in a severe threat to public health and safety. Analysis of the genetic tree suggests that SARS-CoV-2 belongs to the same Betacoronavirus group as severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV). Although the route for viral transmission remains a mystery, SARS-CoV-2 may have originated in an animal reservoir, likely that of bat. The clinical features of COVID-19, such as fever, cough, shortness of breath, and fatigue, are similar to those of many acute respiratory infections. There is currently no specific treatment for COVID-19, but antiviral therapy combined with supportive care is the main strategy. Here, we summarize recent progress in understanding the epidemiological, virological, and clinical characteristics of COVID-19 and discuss potential targets with existing drugs for the treatment of this emerging zoonotic disease.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1008536
"Neutralizing antibodies to the SARS CoV-2 spike proteins have been issued Emergency Use Authorizations and are a likely mechanism of vaccines to prevent COVID-19. However, benefit of treatment with monoclonal antibodies has only been observed in clinical trials in outpatients with mild to moderate COVID-19 but not in patients who are hospitalized and/or have advanced disease. To address this observation, we evaluated the timing of anti SARS-CoV-2 antibody production in hospitalized patients with the use of a highly sensitive multiplexed bead-based immunoassay allowing for early detection of antibodies to SARS-CoV-2. We found significantly lower levels of antibodies to the SARS-CoV-2 spike protein in the first week after symptom onset in patients who expired as compared to patients who were discharged. We also developed a model to characterize the relationship between each patient’s individual antibody level trajectory and eventual COVID 19 outcome which can be adapted into a prediction model with more data.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009766
"SARS-CoV-2 virus is transmitted in closed settings to people in contact with COVID-19 patients such as healthcare workers and household contacts. However, household person-to-person transmission studies are limited. Households participating in an ongoing cohort study of influenza incidence and prevalence in rural Egypt were followed. Baseline enrollment was done from August 2015 to March 2017. The study protocol was amended in April 2020 to allow COVID-19 incidence and seroprevalence studies. A total of 290 households including 1598 participants were enrolled and followed from April to October 2020 in four study sites. When a participant showed respiratory illness symptoms, a serum sample and a nasal and an oropharyngeal swab were obtained. Swabs were tested by RT-PCR for SARS-CoV-2 infection. If positive, the subject was followed and swabs collected on days three, six, nine, and 14 after the first swab day and a serum sample obtained on day 14. All subjects residing with the index case were swabbed following the same sampling schedule. Sera were collected from cohort participants in October 2020 to assess seroprevalence. Swabs were tested by RT-PCR. Sera were tested by Microneutralization Assay to measure the neutralizing antibody titer. Incidence of COVID-19, household secondary attack rate, and seroprevalence in the cohort were determined. The incidence of COVID-19 was 6.9% and the household secondary attack rate was 89.8%. Transmission within households occurred within two-days of confirming the index case. Infections were asymptomatic or mild with symptoms resolving within 10 days. The majority developed a neutralizing antibody titer by day 14 post onset. The overall seroprevalence among cohort participants was 34.8%. These results suggest that within-household transmission is high in Egypt. Asymptomatic or mild illness is common. Most infections seroconvert and have a durable neutralizing antibody titer.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009413
"Neuropilin-1 (NRP-1), a member of a family of signaling proteins, was shown to serve as an entry factor and potentiate SARS Coronavirus 2 (SARS-CoV-2) infectivity in vitro. This cell surface receptor with its disseminated expression is important in angiogenesis, tumor progression, viral entry, axonal guidance, and immune function. NRP-1 is implicated in several aspects of a SARS-CoV-2 infection including possible spread through the olfactory bulb and into the central nervous system and increased NRP-1 RNA expression in lungs of severe Coronavirus Disease 2019 (COVID-19). Up-regulation of NRP-1 protein in diabetic kidney cells hint at its importance in a population at risk of severe COVID-19. Involvement of NRP-1 in immune function is compelling, given the role of an exaggerated immune response in disease severity and deaths due to COVID-19. NRP-1 has been suggested to be an immune checkpoint of T cell memory. It is unknown whether involvement and up-regulation of NRP-1 in COVID-19 may translate into disease outcome and long-term consequences, including possible immune dysfunction. It is prudent to further research NRP-1 and its possibility of serving as a therapeutic target in SARS-CoV-2 infections. We anticipate that widespread expression, abundance in the respiratory and olfactory epithelium, and the functionalities of NRP-1 factor into the multiple systemic effects of COVID-19 and challenges we face in management of disease and potential long-term sequelae.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009153
"SARS-CoV-2 emerged in late 2019 and resulted in the ongoing COVID-19 pandemic. Several animal models have been rapidly developed that recapitulate the asymptomatic to moderate disease spectrum. Now, there is a direct need for additional small animal models to study the pathogenesis of severe COVID-19 and for fast-tracked medical countermeasure development. Here, we show that transgenic mice expressing the human SARS-CoV-2 receptor (angiotensin-converting enzyme 2 [hACE2]) under a cytokeratin 18 promoter (K18) are susceptible to SARS-CoV-2 and that infection resulted in a dose-dependent lethal disease course. After inoculation with either 104 TCID50 or 105 TCID50, the SARS-CoV-2 infection resulted in rapid weight loss in both groups and uniform lethality in the 105 TCID50 group. High levels of viral RNA shedding were observed from the upper and lower respiratory tract and intermittent shedding was observed from the intestinal tract. Inoculation with SARS-CoV-2 resulted in upper and lower respiratory tract infection with high infectious virus titers in nasal turbinates, trachea and lungs. The observed interstitial pneumonia and pulmonary pathology, with SARS-CoV-2 replication evident in pneumocytes, were similar to that reported in severe cases of COVID-19. SARS-CoV-2 infection resulted in macrophage and lymphocyte infiltration in the lungs and upregulation of Th1 and proinflammatory cytokines/chemokines. Extrapulmonary replication of SARS-CoV-2 was observed in the cerebral cortex and hippocampus of several animals at 7 DPI but not at 3 DPI. The rapid inflammatory response and observed pathology bears resemblance to COVID-19. Additionally, we demonstrate that a mild disease course can be simulated by low dose infection with 102 TCID50 SARS-CoV-2, resulting in minimal clinical manifestation and near uniform survival. Taken together, these data support future application of this model to studies of pathogenesis and medical countermeasure development.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009195
"T-cell immunity is likely to play a role in protection against SARS-CoV-2 by helping generate neutralizing antibodies. We longitudinally studied CD4 T-cell responses to the M, N, and S structural proteins of SARS-CoV-2 in 26 convalescent individuals. Within the first two months following symptom onset, a majority of individuals (81%) mounted at least one CD4 T-cell response, and 48% of individuals mounted detectable SARS-CoV-2-specific circulating T follicular helper cells (cTfh, defined as CXCR5+PD1+ CD4 T cells). SARS-CoV-2-specific cTfh responses across all three protein specificities correlated with antibody neutralization with the strongest correlation observed for S protein-specific responses. When examined over time, cTfh responses, particularly to the M protein, increased in convalescence, and robust cTfh responses with magnitudes greater than 5% were detected at the second convalescent visit, a median of 38 days post-symptom onset. CD4 T-cell responses declined but persisted at low magnitudes three months and six months after symptom onset. These data deepen our understanding of antigen-specific cTfh responses in SARS-CoV-2 infection, suggesting that in addition to S protein, M and N protein-specific cTfh may also assist in the development of neutralizing antibodies and that cTfh response formation may be delayed in SARS-CoV-2 infection.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009761
"Vaccines of outstanding efficiency, safety, and public acceptance are needed to halt the current SARS-CoV-2 pandemic. Concerns include potential side effects caused by the antigen itself and safety of viral DNA and RNA delivery vectors. The large SARS-CoV-2 spike (S) protein is the main target of current COVID-19 vaccine candidates but can induce non-neutralizing antibodies, which might cause vaccination-induced complications or enhancement of COVID-19 disease. Besides, encoding of a functional S in replication-competent virus vector vaccines may result in the emergence of viruses with altered or expanded tropism. Here, we have developed a safe single round rhabdovirus replicon vaccine platform for enhanced presentation of the S receptor-binding domain (RBD). Structure-guided design was employed to build a chimeric minispike comprising the globular RBD linked to a transmembrane stem-anchor sequence derived from rabies virus (RABV) glycoprotein (G). Vesicular stomatitis virus (VSV) and RABV replicons encoding the minispike not only allowed expression of the antigen at the cell surface but also incorporation into the envelope of secreted non-infectious particles, thus combining classic vector-driven antigen expression and particulate virus-like particle (VLP) presentation. A single dose of a prototype replicon vaccine complemented with VSV G, VSVΔG-minispike-eGFP (G), stimulated high titers of SARS-CoV-2 neutralizing antibodies in mice, equivalent to those found in COVID-19 patients, and protected transgenic K18-hACE2 mice from COVID-19-like disease. Homologous boost immunization further enhanced virus neutralizing activity. The results demonstrate that non-spreading rhabdovirus RNA replicons expressing minispike proteins represent effective and safe alternatives to vaccination approaches using replication-competent viruses and/or the entire S antigen.",https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009064
